swk_id,lat,long,damage
24691,42.28675025907377,-71.11555449433635,77.0
24693,42.24399619871682,-71.14394744694634,16.0
24694,42.2441573670322,-71.14394893473552,100.0
24695,42.25821925763815,-71.1610516274408,0.0
24697,42.27962116736426,-71.0934798787336,0.0
24698,42.29953908456639,-71.14352195448915,62.0
24699,42.29457773790362,-71.13405346020964,36.0
24700,42.270694746432135,-71.07329448429847,67.0
24702,42.288239133940955,-71.0703835293853,80.0
24703,42.337332265803774,-71.1472223475259,94.0
24704,42.34134387481195,-71.08304873048274,97.0
24705,42.38263124973082,-71.08043733964192,98.0
24707,42.30052930756499,-71.14226655519072,93.0
24708,42.299010564521154,-71.07324697354348,68.0
24709,42.302639915388944,-71.06602399069406,63.0
24710,42.35192215946492,-71.06913158031064,44.0
24712,42.38640699329053,-71.07684861368824,100.0
24715,42.368768150880584,-71.12346461996196,100.0
24716,42.369075260566305,-71.12296818209586,100.0
24717,42.36913133283891,-71.12313819702742,100.0
24721,42.360992531147225,-71.117240005116,100.0
24725,42.2455813126939,-71.12073077960095,98.0
24726,42.257706653910624,-71.12017189856032,68.0
24727,42.30751324405389,-71.10943218363614,92.0
24728,42.3093604590706,-71.13399386575917,65.0
24730,42.31651394655576,-71.09792294863813,81.0
24733,42.306571372559574,-71.0857982190295,93.0
24734,42.383144867520095,-71.0796707014513,91.0
24736,42.38215261237444,-71.0802552326511,60.0
24737,42.343771452468324,-71.13851620086541,71.0
24739,42.34047671219793,-71.14192236988727,83.0
24740,42.340114827197695,-71.1424073295365,52.0
24742,42.34119154470402,-71.14140776330835,100.0
24743,42.34111791360124,-71.14148034040132,79.0
24744,42.256775243432536,-71.16033238668199,37.0
24745,42.256683183830496,-71.16028384281962,52.0
24748,42.305268335740394,-71.06746532341175,33.0
24755,42.30967362055649,-71.10446211401711,66.0
24756,42.29489450543939,-71.11493803732895,92.0
24757,42.34879334774226,-71.12982444998543,100.0
24758,42.33123497076142,-71.15764358675015,100.0
24759,42.333253018175334,-71.16246809661432,58.0
24760,42.34314480658163,-71.13900209910886,63.0
24761,42.310254159015024,-71.12992367899896,84.0
17860,42.36296656856864,-71.05726685590717,74.0
17860,42.36291950754701,-71.05709900157477,74.0
5599,42.36185797106347,-71.05568813380233,100.0
22471,42.357962337980865,-71.05215838243684,100.0
22116,42.357418872412595,-71.05105138372562,100.0
22116,42.356809309819965,-71.05117102822211,100.0
22116,42.357776022853166,-71.05155629258697,100.0
22116,42.357014817887226,-71.05143613692593,100.0
23095,42.36384303270365,-71.06024514791945,73.0
22181,42.364816712058555,-71.05852906031353,52.0
22221,42.361503458381314,-71.05240875820687,89.0
22221,42.36107062296979,-71.05288265233814,89.0
22221,42.361176046821186,-71.05308056582054,89.0
5600,42.362934039020786,-71.05667394891603,100.0
16531,42.364156577512375,-71.05778223206426,77.0
23132,42.36450076512673,-71.05954776765728,6.0
22160,42.36454638737598,-71.05969846639483,96.0
23091,42.3646440602067,-71.0588252387969,97.0
23091,42.36416554161438,-71.05857021698718,97.0
23091,42.36378601883032,-71.05876816064134,97.0
5505,42.35638553016503,-71.05096901854708,100.0
5505,42.35589044302748,-71.05161127684107,100.0
17286,42.35495549486754,-71.05186100544279,89.0
17286,42.35479223476874,-71.05264062102165,89.0
17289,42.35489914040036,-71.05280975495232,90.0
17289,42.354486793035484,-71.05358668289581,90.0
17286,42.35436297547749,-71.05349648501014,89.0
17289,42.35431150911813,-71.05392674353463,90.0
17286,42.35420208452741,-71.05379685285828,89.0
17291,42.353136800951,-71.05643561189538,88.0
17289,42.353487653893225,-71.05547365954043,90.0
24362,42.35014569976881,-71.05933981652518,100.0
24362,42.35031639653868,-71.05999272031242,100.0
24362,42.35061909998848,-71.05968902941898,100.0
22848,42.35094812275047,-71.05892445795595,100.0
23811,42.35103916443515,-71.0588044306971,100.0
23811,42.35154857671164,-71.05890845526527,100.0
4647,42.355067788577884,-71.05157394473048,100.0
4647,42.35559243053971,-71.0509837420354,100.0
18460,42.34927857282604,-71.04025567314362,10.0
18460,42.349670342812956,-71.04120959286135,10.0
18460,42.35011093050541,-71.04290803710833,10.0
18460,42.35065840529084,-71.04344704651164,10.0
24627,42.352580359058905,-71.0468215166297,82.0
24632,42.352319148255845,-71.04702540155229,49.0
24627,42.351594321256535,-71.04469060990984,82.0
18460,42.35129404544676,-71.04481461113265,10.0
24627,42.35399673592326,-71.04987051905219,82.0
24632,42.35388371304838,-71.05019248936392,49.0
24633,42.34947841997169,-71.04011668006295,69.0
24633,42.35245004829763,-71.04525187316158,69.0
24633,42.352477199120564,-71.04487239074616,69.0
6220,42.35011302462612,-71.04454329708996,95.0
24633,42.35082282920037,-71.04323608103537,69.0
6220,42.34994852311091,-71.04333907393618,95.0
24633,42.349891651023825,-71.04110178431503,69.0
24633,42.35034393767572,-71.04219772662634,69.0
18460,42.3501262572103,-71.04231467736551,10.0
18460,42.34939223528916,-71.0410206652215,10.0
9188,42.34944594907558,-71.04615264145266,91.0
1398,42.353809576955705,-71.0531321928944,70.0
1398,42.353644128808945,-71.05235253623077,70.0
23153,42.34864781009319,-71.03910726497581,95.0
23153,42.348893339861824,-71.03936629055285,95.0
23153,42.34862372489253,-71.03866737081748,95.0
23153,42.34835764141648,-71.03801028008253,95.0
22165,42.34608199869943,-71.04365794293687,100.0
22166,42.345645780616856,-71.04327089605955,100.0
22166,42.34606366445247,-71.04386974814824,100.0
22165,42.345062994673704,-71.04208180009098,100.0
22166,42.34501603303673,-71.042252726149,100.0
4539,42.365720229011615,-71.06609525253522,97.0
8783,42.36549166540731,-71.06392373697257,35.0
18948,42.360816964024266,-71.05309884559338,91.0
18948,42.36067102142963,-71.05287969117096,91.0
23819,42.349092465016,-71.08070517433163,98.0
23819,42.34812019046448,-71.08016119496226,98.0
16957,42.36334856482791,-71.0538861593153,0.0
16968,42.36354896141879,-71.05361525627372,25.0
22169,42.36416129545825,-71.0536776870209,0.0
16968,42.363771346099064,-71.05350844071792,25.0
16968,42.363758709872066,-71.05348395922584,25.0
17496,42.36372980098628,-71.05295709433338,0.0
22170,42.36408134711789,-71.05292720521919,44.0
22152,42.36403991250905,-71.05285855066244,73.0
22152,42.36425871735665,-71.05250736488894,73.0
22170,42.363976811608346,-71.053274430443,44.0
22170,42.36428605574444,-71.05259159114794,44.0
16968,42.36348746427763,-71.05322841077087,25.0
16502,42.3643270651809,-71.0515521272544,77.0
15393,42.36561145016654,-71.0516954399867,67.0
23812,42.352687041137465,-71.05599213061143,100.0
22148,42.362925470233215,-71.06063984540914,93.0
23110,42.363176327904675,-71.0597459256089,100.0
10342,42.36315195643006,-71.05953226740579,100.0
10342,42.36337163433868,-71.05917296709224,100.0
10342,42.36366707067856,-71.05868916969975,100.0
22247,42.362749178707546,-71.06033899213428,90.0
22247,42.3628429721915,-71.05962793801746,90.0
23110,42.363182053464,-71.05995506342077,100.0
8696,42.3505041900394,-71.04885841423224,66.0
22722,42.34774423598882,-71.0389803045436,85.0
22722,42.34780812591442,-71.03786244859727,85.0
9830,42.348364148297705,-71.03893450827861,100.0
9830,42.347944728574895,-71.03876566759945,100.0
9830,42.348278874353795,-71.03899850213146,100.0
9830,42.348169832533,-71.03966073448657,100.0
16995,42.348658575453065,-71.03929818852772,95.0
10251,42.34793560630771,-71.03860967502858,100.0
5088,42.36107128940584,-71.06667737077714,21.0
23440,42.27264386563403,-71.14488540105471,67.0
23440,42.27266532870758,-71.14424031101989,67.0
23103,42.26491596291858,-71.1534020357371,13.0
23103,42.264993010276186,-71.15411750226086,13.0
21117,42.26430584661065,-71.15408909673621,51.0
23034,42.3318647164431,-71.09679144784454,42.0
20456,42.33190627199705,-71.09739752849086,14.0
20456,42.332070748408185,-71.09757066095891,14.0
20456,42.332092520141934,-71.09765968514162,14.0
21443,42.332000739746036,-71.09858542517345,100.0
21443,42.33216292740052,-71.09854088565693,100.0
21443,42.33230934739571,-71.0997130686657,100.0
21447,42.3336424091997,-71.10299510866929,68.0
21368,42.33348713735383,-71.10297919580125,89.0
21447,42.33394619190304,-71.10393149390381,68.0
21368,42.333798295577125,-71.10398946396117,89.0
21194,42.335349202971265,-71.08737484898651,16.0
21372,42.33559560427471,-71.08750394028107,4.0
21372,42.33535558185259,-71.0880498678548,4.0
21372,42.33498275336826,-71.0888521290724,4.0
18605,42.33500624846858,-71.08584015966946,33.0
18605,42.33428972776335,-71.08377847811619,33.0
17008,42.33597046225368,-71.07672087269609,100.0
16216,42.33237829988718,-71.07175771515894,17.0
22112,42.327129195807096,-71.06701539771787,44.0
22112,42.32699023587254,-71.06689852959947,44.0
20553,42.34171155794725,-71.08674119446745,50.0
10861,42.34117495509713,-71.08702508627668,100.0
24484,42.33219877841171,-71.1127108385116,89.0
24484,42.332033331152196,-71.1127663814899,89.0
22146,42.3638666130057,-71.05125998169926,27.0
22146,42.363162625240804,-71.05116998714706,27.0
22145,42.363052553473445,-71.05086413923529,0.0
22145,42.36235639934411,-71.0508533179517,0.0
22145,42.362508870560774,-71.05113585680206,0.0
16428,42.361892331171774,-71.05220094902798,96.0
23984,42.36199650522654,-71.05105181697745,99.0
23984,42.36203854793798,-71.05148265106685,99.0
4658,42.36127427046718,-71.05234260295843,100.0
4426,42.359296068725456,-71.05112606358504,69.0
22100,42.359327860670206,-71.05160677636054,100.0
22100,42.35894979004681,-71.05147861032704,100.0
22116,42.356926714704564,-71.05083452764136,100.0
4647,42.35504153337654,-71.05120158758788,100.0
23092,42.351484286324,-71.05588454085739,100.0
21846,42.351546001114315,-71.05615208006517,100.0
21846,42.35094631886668,-71.05648444374587,100.0
21846,42.35003435681472,-71.05692085298776,100.0
23092,42.349964094925596,-71.05669204675266,100.0
22181,42.36470815554065,-71.0591937069244,52.0
22181,42.364959907845915,-71.05869972347372,52.0
17861,42.36481678145068,-71.05924477036555,65.0
17861,42.36510441267632,-71.05875118735027,65.0
17090,42.34845072615073,-71.0408658335808,74.0
17090,42.348153426784584,-71.04009663290681,74.0
17090,42.34864622167493,-71.03986423525423,74.0
17090,42.34829994912631,-71.03972412816975,74.0
22218,42.37192100904609,-71.0614609151095,92.0
16593,42.3722003821848,-71.06174562311976,100.0
16593,42.371996864886405,-71.06128893714131,100.0
1383,42.37184646482031,-71.06069744953714,96.0
22163,42.354839843947644,-71.05116654539545,9.0
22163,42.355365556939304,-71.05085787345197,9.0
22727,42.3516444208163,-71.05733488698499,100.0
22727,42.351914909924005,-71.05727545942068,100.0
22099,42.35832136233956,-71.05132850430785,76.0
22099,42.357484220111246,-71.05089060157373,76.0
18948,42.360113215644766,-71.05260551803185,91.0
18948,42.36089166594212,-71.05339921786677,91.0
22151,42.36317647792963,-71.05169280255556,35.0
22171,42.36310267783785,-71.05155074605696,0.0
16890,42.36269461012855,-71.05414283284165,54.0
16890,42.36245831745293,-71.05446776782698,54.0
4554,42.36652463032316,-71.05082959040978,52.0
5157,42.36494381794316,-71.0511946211515,50.0
22041,42.33974435320485,-71.07204025401298,44.0
22041,42.34056802679842,-71.07079065423845,44.0
22041,42.34020147253626,-71.07134869542807,44.0
22512,42.339934564402064,-71.07225425577384,96.0
22512,42.34069033988143,-71.07108319698254,96.0
22512,42.34040696777414,-71.07153140456738,96.0
21116,42.26324286757436,-71.15457467343653,100.0
21172,42.26310761004956,-71.15459653295979,100.0
21172,42.262399958103934,-71.15359260204032,100.0
21892,42.35826140001092,-71.0536724447013,100.0
21934,42.35820650081598,-71.05358166857759,93.0
21892,42.357851617847054,-71.05429773651706,100.0
21934,42.35778155692746,-71.05418026004808,93.0
16740,42.357114069853424,-71.05538749848864,58.0
16741,42.35702948806029,-71.05526665927741,100.0
16741,42.35679952976615,-71.05597887163246,100.0
16740,42.356930065081926,-71.05605621601177,58.0
21897,42.35686872686977,-71.0566289477823,97.0
22043,42.35673175296885,-71.05652357592602,24.0
22043,42.35668937681929,-71.05706686677424,24.0
22216,42.35680225542532,-71.05798270922583,4.0
21937,42.35669215452006,-71.05794910942772,76.0
22216,42.35690359635899,-71.05843232444226,4.0
21937,42.35678160578449,-71.05843592680834,76.0
15543,42.38488246870041,-71.0762601150296,98.0
22107,42.38021616109352,-71.02552596082695,92.0
22107,42.380387044007364,-71.02584354995422,92.0
22898,42.370346004566514,-71.04287620258606,96.0
22600,42.370164890612735,-71.04293056612377,72.0
22898,42.37003964126172,-71.04217047675483,96.0
22600,42.36992144464955,-71.04234294804891,72.0
22898,42.37018498520552,-71.04154933931966,96.0
22898,42.36974544598441,-71.04150355521676,96.0
22600,42.36958254387005,-71.04155833081056,72.0
19682,42.321878673189666,-71.05923676252195,93.0
19682,42.32180419842728,-71.05930722402368,93.0
19682,42.322224302560805,-71.06100703787874,93.0
18836,42.320158766066676,-71.0739785326882,85.0
11206,42.319049343087315,-71.08420990251379,50.0
11206,42.31900398640334,-71.08403292017967,50.0
18894,42.32322588565879,-71.0940922549928,65.0
22941,42.32125551678406,-71.11398039274108,91.0
22941,42.32120449601378,-71.11434978768412,91.0
23345,42.321342225458295,-71.11406499636239,89.0
24464,42.30579441664409,-71.0777553556768,31.0
11202,42.30530542381377,-71.0748392864141,73.0
24464,42.30518316044314,-71.07626798270846,31.0
22987,42.30493009828546,-71.07498766364404,11.0
11202,42.30503920472409,-71.07491386863184,73.0
22987,42.304904292099124,-71.07459287023232,11.0
11202,42.30500785292749,-71.0743965605627,73.0
22960,42.30372192833587,-71.07191362993373,0.0
24446,42.303274435809776,-71.07044003412797,59.0
24446,42.30329878087224,-71.07111417318033,59.0
22953,42.30317594086867,-71.0711694337009,66.0
24446,42.302908504585886,-71.07046553902798,59.0
19007,42.29458576510632,-71.05932594852702,87.0
19007,42.29494294549228,-71.05938398407991,87.0
19007,42.29456754133421,-71.0587714530765,87.0
823,42.29448148283202,-71.05874085237426,93.0
19011,42.2832028750932,-71.0526798241162,86.0
20633,42.28330548933897,-71.05195761884664,92.0
19516,42.28280259084504,-71.05376464947815,90.0
24214,42.27792333232108,-71.08099409736079,99.0
24213,42.278077082964096,-71.08096951752606,99.0
24214,42.2763218353363,-71.08215870611758,99.0
24213,42.276369046900534,-71.08226505114482,99.0
24159,42.276664773934094,-71.08034691225173,99.0
24159,42.275516137533,-71.0809597042498,99.0
24159,42.27563216759983,-71.08093419633028,99.0
24642,42.27200431858607,-71.07842155838043,0.0
17018,42.272369539385856,-71.07860297880782,45.0
24642,42.272414530199306,-71.0784559032857,0.0
18404,42.3109792952597,-71.05931490146438,33.0
23061,42.280780536829724,-71.16704500325449,52.0
23061,42.28157446640898,-71.16784055299293,52.0
23060,42.28081977169595,-71.16692298361586,58.0
23084,42.28466748695824,-71.14880029510401,54.0
23083,42.28534673803663,-71.1504918582344,21.0
23083,42.28458651593281,-71.1488628885545,21.0
23084,42.28546053934711,-71.1505537420742,54.0
23087,42.284453208255755,-71.15366235558254,35.0
23087,42.28509765178308,-71.15226041097233,35.0
23085,42.284432934575655,-71.15348320448749,24.0
23085,42.28499348322665,-71.15225116093168,24.0
24514,42.28633471758445,-71.13753634194373,58.0
2904,42.28593207376429,-71.14684517250559,36.0
24144,42.28840859663036,-71.07103603286463,0.0
23168,42.28277411624738,-71.07126731060073,25.0
15753,42.34988919994308,-71.08237891970309,96.0
15753,42.34976698471935,-71.08347803743403,96.0
11280,42.34890959042028,-71.08933368991241,52.0
3637,42.34942128897524,-71.08795561011034,53.0
30,42.34136299784849,-71.07529827833449,60.0
31,42.351346337531645,-71.0703108788292,70.0
32,42.350696790536496,-71.06942668442723,60.0
33,42.3363363404691,-71.06931329383752,73.0
34,42.35488070840266,-71.07204289160477,100.0
35,42.354494131359566,-71.07185379144275,100.0
36,42.241568318567985,-71.125305563221,99.0
37,42.25309517845164,-71.11491567839822,99.0
38,42.35221407218547,-71.07073243132167,100.0
39,42.35252553863763,-71.07088783011008,100.0
40,42.353313668169875,-71.07127440534029,100.0
41,42.253033879856524,-71.11503487099357,66.0
42,42.24164712451803,-71.12519232925327,87.0
43,42.26217089233846,-71.10421344840903,96.0
44,42.261363693944524,-71.10414320310085,79.0
45,42.260678296723974,-71.10307375416126,99.0
46,42.260762633033806,-71.10302901021356,99.0
47,42.38613611459413,-71.00874728855281,77.0
48,42.375570166717075,-71.03728052154932,77.0
49,42.38925482618242,-70.99831979008016,32.0
50,42.372318785309204,-71.03612308071774,67.0
51,42.375377294305586,-71.03745093455399,84.0
52,42.38603592836074,-71.00832689209359,53.0
53,42.37915532342317,-71.02784196048614,68.0
54,42.252663284116316,-71.1176827419745,100.0
55,42.252731167237506,-71.11775504201029,100.0
56,42.254016065087626,-71.11553421170352,54.0
57,42.25342256082049,-71.11655918819491,71.0
58,42.25395216853757,-71.11544647861042,0.0
59,42.25489894788876,-71.11381464080178,12.0
60,42.26628437865735,-71.12461582264639,8.0
61,42.27266288988712,-71.12218972914714,100.0
62,42.272743003179,-71.122318026515,100.0
63,42.25597679704765,-71.1119515709818,15.0
64,42.25328585978962,-71.11660571151785,0.0
65,42.24755606280494,-71.12810287441138,100.0
66,42.37180049149447,-71.03672499767966,87.0
69,42.2669051127286,-71.10641977286294,100.0
70,42.265584271821,-71.10801980768042,98.0
71,42.26606768204687,-71.10869827862574,93.0
72,42.26784239829623,-71.10576343743143,93.0
73,42.268895879471536,-71.10478202701829,99.0
74,42.27324075730479,-71.11069608348811,97.0
75,42.27483940131948,-71.11010257412737,10.0
76,42.311169538858515,-71.10350628258666,88.0
77,42.2561775864513,-71.12798735542472,91.0
78,42.255611160889146,-71.12742077293794,81.0
79,42.25555279210048,-71.12749270180917,85.0
80,42.256102592752434,-71.12804296040105,89.0
82,42.254145884365585,-71.12786808909247,74.0
83,42.254225466513745,-71.12784099445174,70.0
84,42.254816731243,-71.12602195210836,72.0
85,42.26106214871855,-71.12590639108944,76.0
86,42.262595595135025,-71.12575452815646,89.0
87,42.25775288243846,-71.12647116697201,65.0
88,42.25772893100966,-71.12636935380017,89.0
89,42.259845242534624,-71.12588692377471,92.0
90,42.26372211379798,-71.12549569673826,97.0
91,42.26775177497782,-71.12402796733659,100.0
92,42.26786732223537,-71.12410962047193,56.0
93,42.266327787069905,-71.124721115162,78.0
94,42.26464388244731,-71.12538945121966,92.0
95,42.263738144445554,-71.12561671710947,94.0
96,42.26759670728617,-71.12575366108142,53.0
97,42.268649003452154,-71.12596909660873,65.0
98,42.26817407040731,-71.12632745431448,62.0
99,42.26887922343803,-71.12686293782161,55.0
100,42.26972933273705,-71.12730648600525,41.0
101,42.26962016700506,-71.12742743705203,70.0
102,42.26877094499552,-71.12691943128249,55.0
103,42.26806144247936,-71.12638221440211,83.0
104,42.26751895335963,-71.12582328008689,60.0
105,42.269103458151314,-71.12963081950495,47.0
106,42.2697093016153,-71.1299436134316,41.0
107,42.270152595349224,-71.12975761443843,47.0
108,42.27055800399983,-71.12918306925516,100.0
109,42.270470433238,-71.1291421793687,36.0
110,42.27021412366061,-71.12984665538035,82.0
111,42.269677026280824,-71.13005579916369,66.0
112,42.26908648411059,-71.12975060834421,21.0
113,42.27178172722939,-71.12799517376824,49.0
